Age,Experience_Years,Salary,City,Education_Level,Performance_Score,Working_Hours_Per_Week,Random_Noise_Text
49.0,12.0,63923.0,Kolkata,Masters,7.183196640929573,38.0,
21.0,7.0,135283.0,Mumbai,Bachelors,6.662944396928049,48.0,tcImYGye
21.0,2.0,196120.0,,PhD,9.246440872259244,24.0,
19.0,9.0,86748.0,Bhubaneswar,Masters,9.13556012204809,52.0,
36.0,23.0,165482.0,,Diploma,7.955144320416034,53.0,zIgjKjDL
65.0,18.0,175846.0,Kolkata,Masters,4.110084295102107,23.0,QJUWaSDh
34.0,3.0,32726.0,,PhD,2.1597147812047996,39.0,
25.0,39.0,163996.0,Bhubaneswar,Masters,2.997644102866403,42.0,
24.0,22.0,65024.0,Chennai,Diploma,9.99543683702422,34.0,
21.0,15.0,42765.0,Mumbai,Bachelors,7.31692377159839,50.0,GTcoqhRh
25.0,21.0,111050.0,Kolkata,Masters,1.7648385044251058,44.0,
41.0,,173742.0,Mumbai,Bachelors,3.4417603338053535,22.0,
52.0,5.0,57693.0,Kolkata,Masters,6.458894049385725,54.0,
27.0,9.0,109399.0,Delhi,Bachelors,8.66186742829203,36.0,
20.0,20.0,58682.0,Bhubaneswar,Masters,4.124261861906211,58.0,
40.0,5.0,25817.0,Kolkata,Bachelors,5.189875061086244,25.0,
66.0,28.0,162178.0,Delhi,,8.192467797076159,25.0,
34.0,8.0,148338.0,Chennai,PhD,2.680896895675673,65.0,nvcXUAYT
33.0,22.0,63525.0,Delhi,Diploma,3.1488043634641554,59.0,NLxjrZca
21.0,39.0,189002.0,  mumbai  ,PhD,4.462368818549164,57.0,
61.0,38.0,45230.0,Chennai,Diploma,7.625630949325869,49.0,GqhZohpv
49.0,27.0,42016.0,Delhi,Bachelors,9.937384775274662,56.0,
26.0,20.0,100227.0,Kolkata,Diploma,8.061274708203937,59.0,vCkvESUU
23.0,23.0,135864.0,Mumbai,,2.5277119023128396,22.0,CUHCbhAk
47.0,18.0,29453.0,Mumbai,PhD,8.359782288479028,58.0,jOlVXJia
30.0,34.0,101993.0,Delhi,Diploma,5.8885818742719,24.0,cwlVjghX
51.0,38.0,71510.0,Delhi,Bachelors,9.341324971121077,61.0,
60.0,2.0,182540.0,,,5.880132776177738,49.0,
44.0,11.0,86883.0,Delhi,PhD,2.9570023108504557,67.0,zSnUIvsV
44.0,,,Delhi,Diploma,7.4949490803290875,59.0,
52.0,9.0,170320.0,Mumbai,Bachelors,4.6140662871951825,44.0,JCdGtKxN
65.0,11.0,140056.0,Bhubaneswar,PhD,5.824072962119785,59.0,CEDUMoDG
29.0,31.0,145627.0,Chennai,PhD,5.046010673465584,67.0,
64.0,35.0,176783.0,,Bachelors,7.794709398629779,25.0,KCuPhHHO
47.0,29.0,175942.0,Delhi,Masters,5.189027564257053,26.0,eTVuqsUD
40.0,31.0,37716.0,Bhubaneswar,Diploma,,25.0,
37.0,4.0,99864.0,Delhi,Bachelors,1.8854677865925362,24.0,
50.0,34.0,163597.0,Bhubaneswar,Masters,6.329467114489434,69.0,
22.0,35.0,143892.0,Bhubaneswar,PhD,2.8816124959625005,48.0,
24.0,37.0,82423.0,Mumbai,Diploma,9.615704833981273,51.0,GijGwqVc
45.0,38.0,,Chennai,PhD,5.939675757877864,37.0,
,3.0,133838.0,Mumbai,PhD,1.8615565244883472,66.0,
65.0,8.0,95529.0,Bhubaneswar,Bachelors,1.3738662495630911,61.0,
35.0,,143678.0,Bhubaneswar,PhD,3.6759710059286363,43.0,
40.0,15.0,74850.0,Kolkata,Masters,1.5886636961525427,63.0,
43.0,,195666.0,Bhubaneswar,Masters,2.6892035677763007,66.0,
52.0,13.0,84274.0,Bhubaneswar,Masters,8.751351895967876,59.0,
59.0,8.0,68826.0,Bhubaneswar,Masters,9.478100697754867,44.0,
29.0,22.0,41990.0,Chennai,Bachelors,2.175513607464491,52.0,
66.0,3.0,28673.0,Chennai,Masters,1.0855759656360702,37.0,
34.0,17.0,92988.0,Chennai,Bachelors,7.740006488093093,55.0,
hlCqe,29.0,,Mumbai,Diploma,7.397862945269855,28.0,
43.0,15.0,149522.0,Delhi,PhD,1.6060276264665205,,
45.0,1.0,191335.0,Delhi,Diploma,6.496433080933525,37.0,
65.0,5.0,92306.0,Chennai,Masters,7.222526297445808,51.0,
34.0,14.0,60995.0,,Bachelors,7.663205671028651,38.0,MfkDmjhG
36.0,2.0,154547.0,,Masters,unknown,62.0,
45.0,0.0,112348.0,Chennai,Masters,5.923890366308407,62.0,
60.0,11.0,143183.0,Bhubaneswar,Masters,4.252081013646013,35.0,GnqwIylr
44.0,0.0,121132.0,Chennai,Bachelors,9.089285251272324,65.0,QVDdCDzt
62.0,13.0,77232.0,Mumbai,masters ,4.0394019253775735,63.0,
56.0,35.0,106527.0,Kolkata,Diploma,3.0760889984949458,57.0,
29.0,38.0,155906.0,Kolkata,PhD,8.865359872586595,58.0,
30.0,26.0,197036.0,Kolkata,masters ,4.7101970058400475,,
48.0,37.0,25189.0,Mumbai,Bachelors,8.305793316097155,45.0,
40.0,35.0,43074.0,Delhi,PhD,6.3565013245020365,28.0,
52.0,3.0,161353.0,Bhubaneswar,,5.0322121050508155,55.0,
68.0,18.0,182394.0,Chennai,PhD,,39.0,
46.0,16.0,195398.0,Chennai,Masters,4.512553459955797,55.0,
64.0,26.0,169517.0,Mumbai,Bachelors,2.985310439980127,53.0,
61.0,6.0,119446.0,Chennai,Masters,8.021950671533343,33.0,
67.0,1.0,55915.0,Delhi,PhD,5.735346761626378,36.0,
31.0,16.0,60643.0,Delhi,PhD,1.2881731384919297,24.0,
21.0,21.0,30321.0,Delhi,PhD,,,
41.0,16.0,,Kolkata,Diploma,9.568801255483763,30.0,
25.0,15.0,108780.0,Chennai,PhD,3.507209316117583,31.0,
29.0,37.0,147661.0,Bhubaneswar,Diploma,4.099259674733851,42.0,eggAnSbY
43.0,32.0,77518.0,Kolkata,Diploma,2.6725110054461902,59.0,
33.0,23.0,73262.0,Mumbai,Diploma,,36.0,kpFRcCgr
54.0,0.0,148345.0,Mumbai,PhD,7.725788666928058,64.0,
27.0,9.0,,Kolkata,Bachelors,4.821424035285084,53.0,
46.0,32.0,,,masters ,7.716403630753168,59.0,mcjLqlEw
35.0,4.0,52701.0,  mumbai  ,Diploma,2.055916456639509,56.0,hpnicEVh
21.0,4.0,95511.0,Bhubaneswar,Bachelors,9.683040878123554,26.0,
,13.0,130040.0,Bhubaneswar,masters ,4.1031578655671455,68.0,
31.0,36.0,31263.0,Kolkata,Diploma,4.146045935474742,40.0,
25.0,0.0,100456.0,Delhi,Masters,,48.0,IzVVhvVx
50.0,7.0,28255.0,Delhi,Masters,7.758761118077525,23.0,CiudTPjt
53.0,36.0,149447.0,Bhubaneswar,Masters,5.060387058528298,37.0,aGpaigIK
66.0,25.0,77167.0,Bhubaneswar,Diploma,,24.0,
43.0,30.0,129865.0,Bhubaneswar,PhD,2.6752885531968484,32.0,
30.0,2.0,161852.0,Delhi,Diploma,2.994000440304997,45.0,
25.0,28.0,130269.0,Bhubaneswar,Diploma,1.5629932880976034,46.0,ogSdlodh
26.0,24.0,184849.0,Bhubaneswar,PhD,1.8810627723528168,41.0,hRbLaPnz
66.0,35.0,156628.0,Kolkata,Masters,1.1513768825373445,46.0,PYOKQnnB
41.0,8.0,93392.0,Chennai,Masters,2.5138439411861637,66.0,
31.0,,120319.0,Kolkata,PhD,5.317713659333867,37.0,
43.0,30.0,40580.0,  mumbai  ,Diploma,2.8523278617222436,49.0,bUZsxFHa
51.0,39.0,178385.0,Bhubaneswar,Bachelors,7.756468573458456,30.0,aHmVtqnB
51.0,9.0,43549.0,Mumbai,masters ,5.1967876364350465,24.0,GrlmGLoD
26.0,31.0,35419.0,Chennai,Diploma,3.3971937516028703,45.0,
23.0,13.0,96003.0,Mumbai,Masters,7.7565033573443465,69.0,
29.0,10.0,149160.0,Mumbai,Masters,8.420403531801178,52.0,fYNSvVfl
27.0,1.0,174268.0,Chennai,PhD,5.435123265486509,25.0,
28.0,39.0,87713.0,Chennai,Diploma,1.006433156156856,46.0,
18.0,37.0,141896.0,Bhubaneswar,Masters,1.9405269212315344,35.0,
48.0,14.0,38964.0,Bhubaneswar,Masters,2.297507329782505,57.0,
55.0,14.0,,,Bachelors,4.779984777015843,21.0,OIErlcuQ
52.0,16.0,189260.0,Chennai,,8.684048692046495,38.0,
56.0,1.0,157676.0,Mumbai,Masters,1.8455235283592724,57.0,
31.0,10.0,100239.0,,masters ,2.0317258353502283,30.0,
32.0,7.0,88125.0,Mumbai,Masters,4.963144276541771,,
32.0,4.0,147948.0,Delhi,PhD,3.866563949993541,,LJMgZULM
56.0,11.0,114739.0,Bhubaneswar,PhD,6.713559485858063,44.0,
53.0,35.0,80715.0,Bhubaneswar,Bachelors,7.180263988144822,54.0,
69.0,17.0,114747.0,Kolkata,Masters,5.960832675359241,35.0,
68.0,27.0,166087.0,Kolkata,Bachelors,6.984942162883363,69.0,
,3.0,159271.0,Delhi,Diploma,3.975918656850257,56.0,
35.0,33.0,,Bhubaneswar,PhD,8.561680390435637,22.0,
35.0,2.0,146646.0,Mumbai,Masters,4.37997344710087,62.0,
22.0,19.0,36945.0,,PhD,9.974818817095844,39.0,NMIBIHpv
61.0,12.0,173779.0,Kolkata,Diploma,7.434878309621553,27.0,
37.0,15.0,164391.0,Bhubaneswar,Bachelors,9.957186690109157,67.0,
30.0,25.0,130545.0,Kolkata,Bachelors,5.922743437835371,,
32.0,18.0,,Chennai,Diploma,5.681279287481158,49.0,ExjtRzrF
19.0,28.0,49995.0,Kolkata,Masters,6.089356365035511,62.0,
29.0,28.0,163618.0,Chennai,Bachelors,,61.0,
47.0,17.0,96960.0,Kolkata,,5.797564502346437,51.0,
57.0,15.0,165490.0,Bhubaneswar,Bachelors,8.143527213134561,55.0,
34.0,20.0,87768.0,Delhi,Diploma,5.571701050455211,65.0,
45.0,38.0,,Kolkata,Bachelors,7.743358342303851,,
50.0,13.0,33629.0,Bhubaneswar,Masters,2.381806842181896,,
50.0,37.0,101456.0,Kolkata,PhD,7.196387025639102,,WJrtcAWS
55.0,15.0,76373.0,Kolkata,PhD,4.4774855762460835,47.0,
45.0,17.0,179805.0,Bhubaneswar,Diploma,,38.0,
64.0,19.0,1483200.0,Delhi,masters ,1.2969708510670968,62.0,
20.0,14.0,126331.0,Chennai,PhD,1.1783641738556485,62.0,
58.0,29.0,,Kolkata,Masters,2.9537958950260332,,
34.0,9.0,61706.0,Mumbai,Masters,7.3832277557597,21.0,
60.0,9.0,45592.0,Delhi,Bachelors,7.093313951782674,46.0,nAbnEdNm
35.0,27.0,49184.0,Mumbai,Bachelors,3.2105698029387213,47.0,
63.0,14.0,129430.0,Mumbai,Masters,3.025080993471728,,
48.0,22.0,169428.0,Delhi,Bachelors,6.081585901185843,51.0,AtTmdVzs
28.0,12.0,198304.0,Chennai,Diploma,1.882363846435644,48.0,uFvUhyKw
26.0,0.0,58508.0,Kolkata,Diploma,5.402279143542928,36.0,
47.0,17.0,151097.0,,Masters,5.023182319275796,39.0,
51.0,5.0,159555.0,Delhi,Masters,5.007525973572166,33.0,
34.0,20.0,154210.0,Delhi,,2.944070186248104,34.0,
hlCqe,2.0,117186.0,Delhi,Bachelors,2.926272322547511,65.0,
68.0,10.0,197537.0,Mumbai,Bachelors,9.625265408959075,50.0,
66.0,4.0,34725.0,Chennai,Diploma,7.524833063277937,24.0,
20.0,32.0,149417.0,Chennai,Bachelors,5.334487067074782,54.0,
,21.0,164790.0,Kolkata,PhD,,65.0,YeUhsPGZ
28.0,3.0,184238.0,Mumbai,Diploma,9.748496597842118,36.0,
38.0,38.0,92884.0,Chennai,Masters,6.147961511509598,67.0,
59.0,16.0,195302.0,Kolkata,PhD,2.0592772687018046,60.0,
52.0,10.0,160324.0,Mumbai,Masters,6.613015384808703,31.0,
46.0,14.0,150753.0,Chennai,PhD,8.913465648253789,68.0,
64.0,21.0,1073160.0,Delhi,,7.981711883805795,25.0,
25.0,6.0,108935.0,  mumbai  ,Bachelors,5.020870697436619,22.0,
54.0,31.0,48477.0,Mumbai,PhD,3.4962921109526506,20.0,
67.0,22.0,190838.0,Kolkata,Bachelors,5.932716246422757,56.0,
45.0,8.0,62232.0,Mumbai,Diploma,3.8304074774850316,58.0,
25.0,3.0,140931.0,Bhubaneswar,Masters,9.949975229539012,29.0,
50.0,35.0,59384.0,Bhubaneswar,PhD,1.7817532839771046,29.0,VxqQyImw
hlCqe,7.0,35009.0,Mumbai,Diploma,7.7464185135179076,56.0,
60.0,26.0,169803.0,Mumbai,PhD,3.4659012237051576,39.0,
43.0,6.0,176027.0,Bhubaneswar,Bachelors,4.657400831218035,61.0,
28.0,9.0,140340.0,Kolkata,PhD,,67.0,QbrSkTmJ
,27.0,73570.0,Chennai,,9.821365091508378,43.0,
47.0,9.0,39673.0,Delhi,Masters,3.603649250878237,46.0,RIgMJSbh
,14.0,86436.0,Chennai,Masters,8.440784832302363,46.0,
38.0,14.0,159335.0,Bhubaneswar,Diploma,6.4677010783455815,59.0,xkWikSPN
hlCqe,17.0,89131.0,Mumbai,Masters,7.79518858592494,66.0,wEaARvMw
48.0,16.0,137436.0,Bhubaneswar,Diploma,5.837656526666567,20.0,kfsruumd
45.0,,23525.0,Mumbai,Masters,5.718515851829544,34.0,
18.0,1.0,22090.0,Kolkata,Diploma,8.974937799053752,67.0,
34.0,,89922.0,Chennai,PhD,,33.0,
48.0,24.0,159085.0,Delhi,PhD,2.6049979397227543,28.0,juDqFZBF
,26.0,124251.0,,PhD,8.641925155208456,28.0,
34.0,32.0,53576.0,Chennai,PhD,1.0265937622806742,41.0,ESxDBmrs
29.0,15.0,146697.0,Bhubaneswar,Diploma,8.337675921375013,27.0,
65.0,14.0,144648.0,Delhi,Bachelors,9.667750242205583,33.0,eJqisoHk
45.0,27.0,85884.0,Bhubaneswar,Diploma,4.091174012706782,62.0,
66.0,14.0,34537.0,Kolkata,Bachelors,,36.0,EDVXeokM
41.0,,164135.0,Bhubaneswar,Diploma,7.187991350478562,57.0,
29.0,35.0,36818.0,Chennai,Diploma,4.072519055891423,,mQhRwvde
64.0,33.0,157592.0,Bhubaneswar,,6.294898448497421,30.0,bbQbNCWh
68.0,34.0,78852.0,Chennai,Masters,unknown,60.0,
45.0,21.0,128283.0,Bhubaneswar,masters ,5.855549340191978,57.0,
56.0,39.0,96213.0,Chennai,Diploma,5.270006419363276,,VpbEmwcm
42.0,19.0,35322.0,Kolkata,Diploma,8.812179211144905,31.0,VtnCohYk
24.0,13.0,43382.0,Chennai,Diploma,5.46313518037266,49.0,JWdMNtPn
23.0,38.0,170170.0,Bhubaneswar,masters ,6.616773957890678,57.0,eSVsCnQw
38.0,12.0,126760.0,Kolkata,Bachelors,5.5927130481685365,44.0,KhsDukcM
22.0,10.0,169796.0,Chennai,Diploma,2.1258497188974825,25.0,
,27.0,,Chennai,,7.6115843466450865,56.0,
58.0,4.0,156208.0,Chennai,Bachelors,5.353796889619585,43.0,
65.0,14.0,156046.0,Bhubaneswar,,,64.0,
55.0,28.0,198543.0,Kolkata,,5.595965074618363,54.0,IMLwpqtG
35.0,30.0,,Mumbai,PhD,9.381836139832199,44.0,
22.0,35.0,148391.0,Mumbai,Diploma,9.093018330659618,52.0,wgUPmIoL
45.0,3.0,44996.0,Delhi,Diploma,7.119792900794723,65.0,TJGOBnWd
61.0,20.0,110654.0,Delhi,masters ,,22.0,solFIixW
67.0,14.0,175934.0,Bhubaneswar,Bachelors,9.146963533279777,24.0,
44.0,31.0,114258.0,Kolkata,Bachelors,3.344392410249068,68.0,
53.0,25.0,102475.0,Delhi,Bachelors,8.604162657962483,63.0,oDJReoUa
55.0,10.0,80325.0,Kolkata,,2.024007648149011,20.0,gfGJwKwo
52.0,30.0,154782.0,Bhubaneswar,Masters,4.970268268850906,56.0,lKtidFKz
33.0,2.0,103290.0,Delhi,Diploma,8.591476113920589,31.0,nKGTkpiO
33.0,17.0,,Kolkata,Diploma,7.679411937488052,46.0,
,5.0,58639.0,Mumbai,PhD,5.501090297664825,58.0,
56.0,3.0,33381.0,Kolkata,PhD,5.278179005097236,,
58.0,4.0,20617.0,Chennai,Diploma,,48.0,QVYHxhfV
30.0,23.0,111580.0,Mumbai,PhD,5.0771274981017935,64.0,uPxzjEss
51.0,18.0,25247.0,Kolkata,Diploma,8.175110082499595,28.0,
47.0,27.0,80854.0,Bhubaneswar,Bachelors,4.7331265435067245,34.0,kfagvfvm
,,124749.0,Kolkata,Masters,9.800511168902652,36.0,
35.0,11.0,95210.0,Kolkata,Diploma,5.321135859181089,53.0,HZoDWuRF
69.0,3.0,127549.0,Mumbai,Bachelors,,52.0,
20.0,18.0,161221.0,Chennai,Bachelors,8.952989631997887,43.0,
47.0,29.0,191956.0,Bhubaneswar,,2.3715517349864887,,
,28.0,194606.0,Delhi,Diploma,3.158276549612175,55.0,InIHKsuI
21.0,2.0,49681.0,Bhubaneswar,Diploma,8.651379579340457,67.0,
21.0,10.0,168216.0,Delhi,PhD,1.653063862960808,45.0,OwnWVbNX
43.0,0.0,186885.0,Mumbai,PhD,5.933390599040903,65.0,
21.0,6.0,142308.0,Chennai,Masters,1.5233460929829254,,
49.0,24.0,78277.0,Chennai,Masters,3.6849027345615357,42.0,
29.0,18.0,128720.0,Mumbai,masters ,,24.0,
26.0,9.0,61312.0,Kolkata,Masters,9.071172890345151,66.0,
19.0,22.0,99247.0,Bhubaneswar,Bachelors,5.130236692065056,45.0,
67.0,28.0,175859.0,Chennai,Diploma,9.525454023148088,41.0,
40.0,33.0,89126.0,Delhi,Masters,4.612215129425908,24.0,GaQFovVK
31.0,35.0,165099.0,Bhubaneswar,,6.284489219724989,29.0,
45.0,38.0,156882.0,Bhubaneswar,Bachelors,2.0901980769060247,49.0,
57.0,31.0,39979.0,Chennai,Masters,6.241867891819422,40.0,GpswKznl
32.0,33.0,188475.0,Bhubaneswar,Bachelors,4.567767947701841,66.0,
26.0,38.0,31884.0,Bhubaneswar,Bachelors,3.6532335605776045,30.0,vJuWvIMB
31.0,,,Chennai,Masters,2.93787792466077,,
67.0,21.0,119124.0,Mumbai,PhD,1.0811588003482333,,UWUzTwVy
52.0,13.0,105330.0,Chennai,,4.293912686785655,36.0,
67.0,22.0,36858.0,Delhi,Diploma,4.087326559351055,39.0,
,9.0,137503.0,Kolkata,PhD,5.438102918258331,40.0,
58.0,9.0,174432.0,Bhubaneswar,Masters,4.6049892801613455,44.0,
30.0,9.0,173021.0,  mumbai  ,Masters,6.4731406078169424,45.0,
,27.0,186300.0,Chennai,Masters,5.2280485898406654,44.0,
28.0,12.0,99859.0,Delhi,PhD,1.7323435216291838,,
hlCqe,22.0,,Mumbai,Diploma,5.35824656341997,,vsVPnEtv
hlCqe,27.0,182108.0,  mumbai  ,PhD,7.394625730306028,39.0,
32.0,2.0,178545.0,Delhi,Diploma,,47.0,XsKTplvC
33.0,6.0,94285.0,Delhi,Bachelors,1.8515421397636713,67.0,
67.0,17.0,35735.0,  mumbai  ,Diploma,4.588727889745858,23.0,ZNcUboNy
59.0,23.0,165174.0,Delhi,Diploma,7.364880824480745,53.0,
18.0,34.0,159787.0,Bhubaneswar,Diploma,1.1954969554387835,42.0,
,26.0,106211.0,Bhubaneswar,Bachelors,1.6290661595462446,61.0,
39.0,21.0,192443.0,Mumbai,,5.972548209737619,24.0,oSPMrrjx
69.0,14.0,21365.0,Mumbai,Masters,8.683673488448846,58.0,
48.0,19.0,27559.0,  mumbai  ,Bachelors,6.404617002956812,35.0,
52.0,24.0,58636.0,Delhi,Masters,7.753691564624553,49.0,
58.0,23.0,135429.0,Mumbai,Diploma,6.7249879811542215,64.0,
36.0,18.0,79542.0,Bhubaneswar,Bachelors,1.426869649335944,38.0,
30.0,5.0,93654.0,Bhubaneswar,PhD,1.3244815370111838,21.0,BpyFUVFH
43.0,37.0,191162.0,Mumbai,Diploma,1.372947723582167,30.0,
43.0,6.0,39636.0,Bhubaneswar,PhD,9.375183126908551,49.0,
51.0,8.0,133844.0,,Masters,1.391861643510572,22.0,
42.0,26.0,197866.0,Kolkata,PhD,3.1007857164567305,22.0,XtzNabaP
55.0,22.0,63791.0,Mumbai,Masters,,50.0,
36.0,3.0,192015.0,Mumbai,Bachelors,2.205139156975408,32.0,
34.0,2.0,133257.0,Chennai,PhD,2.3711481198335376,47.0,
25.0,23.0,26286.0,Chennai,Diploma,7.9103166666083835,36.0,
34.0,28.0,23373.0,Mumbai,Diploma,5.160041093733557,67.0,rjsJtBmb
60.0,24.0,,Chennai,PhD,5.0354270317463286,62.0,
29.0,11.0,105918.0,Bhubaneswar,Diploma,9.22154460171066,,
18.0,21.0,121654.0,Bhubaneswar,Diploma,6.830758854493361,24.0,BOHggkbN
41.0,7.0,175428.0,Delhi,PhD,1.2122399591558635,32.0,
53.0,22.0,100020.0,Chennai,,2.953506063924875,59.0,
41.0,16.0,39005.0,Chennai,PhD,9.268129916714722,28.0,
68.0,18.0,45639.0,Mumbai,Bachelors,4.562005588100341,35.0,
20.0,35.0,97300.0,Chennai,Diploma,5.581624237241741,60.0,
47.0,8.0,,Bhubaneswar,PhD,,44.0,
52.0,21.0,81913.0,Mumbai,Masters,2.7262305781228546,58.0,tbTOMiOi
28.0,36.0,190214.0,Bhubaneswar,Masters,7.357558659440304,27.0,
54.0,6.0,143574.0,,Bachelors,6.875081280182637,27.0,
39.0,22.0,23447.0,Delhi,Masters,6.518280058930008,25.0,
48.0,4.0,30943.0,  mumbai  ,PhD,8.021463785559906,53.0,JrdPJSnN
53.0,27.0,76198.0,Bhubaneswar,,2.3438772919510082,,
29.0,14.0,,Kolkata,Bachelors,9.219344555734258,62.0,
19.0,36.0,163703.0,Chennai,masters ,,65.0,
40.0,32.0,72600.0,Chennai,Bachelors,3.323580060731711,32.0,
48.0,10.0,20451.0,Chennai,Bachelors,1.8178630829372098,32.0,
34.0,37.0,177695.0,  mumbai  ,Bachelors,3.619471744162465,69.0,zhaFzwLd
30.0,3.0,21971.0,Kolkata,Diploma,6.516688477059954,41.0,
60.0,3.0,26374.0,Kolkata,Diploma,7.523125621280334,29.0,
27.0,31.0,,Bhubaneswar,Masters,1.7318171966371583,58.0,hLjcPGHQ
45.0,17.0,,Mumbai,Masters,4.123238256943644,22.0,
38.0,36.0,170429.0,,Bachelors,,54.0,OCHvFTHh
34.0,30.0,,Bhubaneswar,Masters,,58.0,SdUFwtfB
58.0,25.0,116492.0,Chennai,Bachelors,,26.0,
32.0,33.0,118574.0,Kolkata,Diploma,4.3020134861586765,36.0,
58.0,12.0,114941.0,Kolkata,PhD,9.5819113074231,53.0,CftslCEP
19.0,11.0,102481.0,Mumbai,,9.018334802594914,22.0,
18.0,39.0,191858.0,Chennai,Masters,8.955714954573224,51.0,
59.0,10.0,96969.0,Delhi,Bachelors,1.9603934110304468,60.0,
45.0,16.0,115395.0,Delhi,,7.135276536279003,33.0,
33.0,27.0,66323.0,Bhubaneswar,Masters,5.028969254304808,25.0,
38.0,24.0,175750.0,Bhubaneswar,Diploma,1.3404826463973456,32.0,
34.0,8.0,77701.0,Bhubaneswar,Bachelors,,22.0,
28.0,20.0,64035.0,Bhubaneswar,Bachelors,unknown,45.0,IrptNSre
26.0,27.0,34760.0,,Bachelors,9.045853271326266,37.0,wvxqTTnp
66.0,24.0,87854.0,,Bachelors,8.966929998779817,46.0,ngrPkdjF
19.0,11.0,112379.0,Chennai,Masters,6.616752850165918,57.0,ekqxYxWw
27.0,22.0,128850.0,Mumbai,PhD,4.42391128743701,60.0,WjuQHApk
43.0,38.0,190097.0,Delhi,Diploma,8.246675172844375,29.0,
27.0,,189330.0,Kolkata,Diploma,,52.0,
48.0,16.0,167935.0,Delhi,Bachelors,6.426337680950739,43.0,
53.0,38.0,30071.0,Mumbai,Bachelors,1.1810020915383261,30.0,FSDPRftC
22.0,26.0,127018.0,Kolkata,PhD,7.569261778122249,63.0,cciiFJxn
65.0,32.0,94011.0,Chennai,Bachelors,1.4578448452464559,36.0,WemwBiku
63.0,9.0,114994.0,Kolkata,PhD,1.3530279161156455,68.0,wEjYHfwP
35.0,8.0,145154.0,Mumbai,PhD,9.051905868902663,22.0,pelNmxKd
20.0,35.0,63453.0,Chennai,Diploma,7.2135589681851275,61.0,PrByNncK
56.0,35.0,81737.0,Chennai,Masters,9.423628543502776,40.0,JSxXkkGS
62.0,23.0,79671.0,Chennai,Bachelors,9.927245424250303,55.0,
54.0,23.0,108950.0,Bhubaneswar,masters ,7.2445194538577145,25.0,pugIgPnh
58.0,19.0,155026.0,Delhi,PhD,1.506291481110096,36.0,
21.0,34.0,38541.0,Kolkata,Diploma,6.607654904720954,26.0,afsAEvHr
62.0,7.0,42951.0,Bhubaneswar,Masters,4.267380880294953,,
49.0,20.0,21987.0,Kolkata,Masters,5.479525547341076,55.0,
18.0,8.0,62125.0,Bhubaneswar,Bachelors,7.718642518722765,26.0,
62.0,30.0,,Chennai,Bachelors,4.236831365868412,48.0,hdoUiQLZ
22.0,24.0,110914.0,Chennai,Masters,9.797426704252302,57.0,
59.0,0.0,29048.0,Mumbai,PhD,6.760878909276172,47.0,SuAqEnTB
18.0,3.0,160729.0,  mumbai  ,Bachelors,7.730992762017152,28.0,
46.0,24.0,31571.0,Chennai,PhD,9.055073961007519,53.0,
23.0,12.0,91451.0,Kolkata,PhD,8.7947082817489,55.0,
28.0,10.0,118264.0,,Bachelors,9.161879107086477,34.0,
64.0,29.0,,Chennai,Masters,2.3820828161859042,23.0,sSdkUkWO
45.0,0.0,59413.0,Delhi,Masters,6.891927239083717,52.0,RNwYtTyv
42.0,14.0,72892.0,Bhubaneswar,PhD,,67.0,
35.0,,61813.0,Bhubaneswar,PhD,7.308669750736108,38.0,
57.0,30.0,113248.0,Mumbai,Masters,9.180723961819563,54.0,
61.0,36.0,60727.0,Delhi,Masters,6.691708099557079,69.0,
69.0,6.0,199065.0,Bhubaneswar,Diploma,4.386150416016742,47.0,BtdeHvca
47.0,32.0,21401.0,Mumbai,PhD,,37.0,qHRfHpJD
31.0,31.0,124484.0,Bhubaneswar,Diploma,1.0696508568227894,57.0,OSiMszJj
55.0,28.0,54028.0,Delhi,PhD,3.647375165163428,60.0,FetdVjkr
67.0,7.0,133771.0,Mumbai,Masters,9.691785771195368,38.0,
49.0,18.0,142740.0,Kolkata,Bachelors,,63.0,
,5.0,170978.0,Chennai,Masters,unknown,50.0,
69.0,2.0,72233.0,Delhi,PhD,2.596361571724495,37.0,
69.0,23.0,122458.0,Mumbai,Diploma,2.412655637220814,55.0,
66.0,26.0,196837.0,Delhi,Bachelors,8.961793784008826,29.0,
67.0,7.0,136909.0,,Masters,6.002153254712661,55.0,gRcVZTVR
60.0,32.0,149925.0,Kolkata,Diploma,3.7683425403846083,43.0,rOfHfzUv
63.0,30.0,79097.0,,PhD,1.7810638665313472,50.0,
41.0,25.0,33754.0,Mumbai,masters ,unknown,29.0,
56.0,2.0,196361.0,,Bachelors,6.375007142648361,,
25.0,16.0,20537.0,Delhi,Diploma,7.508956448893213,60.0,
44.0,10.0,151315.0,Mumbai,Masters,3.6688381822649516,65.0,
66.0,36.0,100420.0,Kolkata,PhD,8.590744366404051,36.0,
60.0,38.0,,Mumbai,Bachelors,2.2270003012232262,22.0,
18.0,18.0,99544.0,  mumbai  ,PhD,9.742768056771277,21.0,
24.0,21.0,76627.0,  mumbai  ,Diploma,8.442191963043957,,
36.0,35.0,96963.0,Mumbai,PhD,1.0561928816756394,35.0,josfdkcO
hlCqe,38.0,104092.0,Delhi,Masters,1.1459375161666918,27.0,
62.0,37.0,728160.0,Kolkata,Bachelors,,29.0,
40.0,0.0,76398.0,Delhi,PhD,7.659483522709625,33.0,
